Age,Employment_Status,Employment_Duration,Industry_Sector,Education_Level,Marital_Status,Housing_Status,Years_at_Residence,Number_of_Dependents,City_Region,Annual_Income,Total_Debt,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Total_Credit_Limit,Credit_Utilization_Rate,Savings_Account_Balance,Checking_Account_Balance,Total_Assets,Net_Worth,Number_of_Late_Payments,Worst_Delinquency_Status,Months_since_Last_Delinquency,Number_of_Credit_Inquiries,Number_of_Open_Credit_Lines,Number_of_Derogatory_Records,Bankruptcy_Flag,Credit_Mix,Loan_Amount_Requested,Loan_Term_Months,Loan_Purpose,Payment_to_Income_Ratio,Collateral_Type,Collateral_Value,Transaction_Amount,Transaction_Frequency,Transaction_Location,Days_since_Last_Transaction,Avg_Probability_of_Default,Avg_Risk_Weighted_Assets,DPD_Trigger_Count,Bankruptcy_Trigger_Flag,Cash_Flow_Volatility,Seasonal_Spending_Pattern,Custom_Risk_Score,Credit_Risk_Score,Default_Flag
21,Unemployed,6,Other,High School,Married,Rent,0,0,North,100094,8003.0,0.0799548424480987,0.1094471197074749,341,1,1,43140,0.1855122855818266,40213,666,0,-8003.0,2,0,58,0,1,0,False,Mortgage,10955,48,Home Improvement,0.0273617799268687,None,0,141,12,West,131,0.0447291663378175,0,2,False,0,Medium,109,850.0,False
19,Self-Employed,5,Other,Graduate,Married,Rent,2,0,East,60785,636.0120678836,0.0104633062084988,0.2993995229086123,307,3,3,69725,0.0091217220205607,3141,5047,4798,4161.9879321164,5,2,55,2,5,1,False,Revolving,18199,24,Home Improvement,0.1496997614543061,Real Estate,755,998,16,North,232,0.2604995330601958,18419,2,False,5260,Medium,258,816.0,False
23,Employed,4,Other,Graduate,Single,Own,9,0,East,96838,11011.0,0.113705363596935,0.0415332823891447,404,1,3,34513,0.3190392026193028,17537,796,289879,278868.0,2,0,25,0,4,1,False,Revolving,4022,12,Debt Consolidation,0.0415332823891447,None,0,113,8,East,299,0.4400522973445004,0,0,False,697,Low,224,850.0,False
71,Employed,29,Education,University,Married,Rent,1,1,East,61060,8509.128178944513,0.1393568322788161,0.4451850638716017,375,22,0,30111,0.2825920155074395,45364,5172,401997,393487.8718210555,3,2,52,0,4,0,False,Revolving,27183,60,Debt Consolidation,0.0890370127743203,Vehicle,0,140,14,South,24,0.2374900812267614,79467,2,False,2964,High,140,834.0,False
59,Employed,19,Other,High School,Single,Rent,5,0,North,56386,3055.0,0.0541801156315397,0.1016387046429964,358,8,1,77474,0.0394325838345767,4161,22191,30827,27772.0,4,3,8,2,6,0,False,Installment,5731,24,Business,0.0508193523214982,Real Estate,0,150,11,South,10,0.1040696717003175,0,2,False,5728,Low,187,840.0,False
21,Unemployed,3,Finance,University,Married,Own,9,1,North,119900,2563.699003081897,0.0213819766729099,0.0500250208507089,418,0,5,64828,0.0395461683698694,18603,5894,168307,165743.30099691811,2,1,14,0,5,0,False,Revolving,5998,48,Other,0.0125062552126772,Real Estate,62771,63,13,East,74,0.2522921587623549,9746,1,False,0,Low,110,850.0,False
71,Employed,3,Healthcare,High School,Single,Own,1,0,North,82507,333.36370896112754,0.0040404294055186,0.1997042675166955,333,18,1,500,0.6667274179222551,35618,7951,0,-333.36370896112754,7,2,33,2,2,1,False,Mortgage,16477,36,Business,0.0665680891722318,Vehicle,0,24,10,East,194,0.0843729630820077,4679,1,False,9542,High,330,747.0,False
46,Employed,3,Education,Graduate,Single,Own,3,0,South,36491,68956.0,1.0,0.4186785782795758,300,7,2,76402,0.9025418182770084,29428,5333,0,-68956.0,5,1,39,1,2,2,False,Revolving,15278,60,Other,0.0837357156559151,None,0,358,12,East,102,0.0325895921508295,142784,3,False,6667,Low,548,444.0,False
35,Self-Employed,2,Education,Graduate,Married,Rent,14,0,South,31119,119.7747901443472,0.0038489279907563,0.5316366207140333,300,8,0,500,0.2395495802886943,5181,2455,157230,157110.22520985565,3,1,29,2,2,0,False,Revolving,16544,24,Debt Consolidation,0.2658183103570166,Real Estate,93508,288,7,North,35,0.4428108020585209,62530,4,False,5493,Low,166,785.0,False
43,Employed,3,Other,University,Married,Own,2,1,South,119499,1974.0,0.0165189666859136,0.2817931530807789,484,5,2,119130,0.0165701334676403,34201,3304,44646,42672.0,3,3,8,3,6,1,False,Installment,33674,12,Home Improvement,0.2817931530807789,Real Estate,36322,65,7,West,88,0.253633690089344,52912,0,False,0,High,191,850.0,False
61,Employed,1,Healthcare,High School,Married,Rent,5,1,East,36567,17478.0,0.4779719419148412,0.1817485711160335,310,10,2,150317,0.1162742737015773,16496,460,123095,105617.0,5,3,59,1,1,0,False,Mortgage,6646,36,Debt Consolidation,0.0605828570386778,None,0,66,7,South,293,0.4498987510327162,0,0,False,14326,Low,262,628.0,False
51,Self-Employed,13,Finance,University,Single,Own,3,3,West,73816,312.9678355001053,0.0042398373726577,0.1509699794082583,300,11,5,500,0.6259356710002106,324,39723,226069,225756.0321644999,5,2,55,0,4,0,True,Revolving,11144,24,Debt Consolidation,0.0754849897041291,Vehicle,14903,637,16,North,17,0.2004522060390727,148422,3,True,0,Low,381,587.0,False
27,Employed,3,Healthcare,University,Single,Mortgage,12,0,East,88164,6923.371398027037,0.0785283267323061,0.0687015108207431,393,3,2,80944,0.0855328547888297,10490,15048,31877,24953.628601972963,5,2,20,2,3,0,False,Revolving,6057,48,Other,0.0171753777051857,Vehicle,11751,142,11,North,176,0.144736100582057,186757,1,False,17910,Medium,223,823.0,False
53,Self-Employed,9,Tech,Graduate,Single,Own,3,3,East,26724,1692.5790754795205,0.0633355439110732,0.0374195479718605,300,13,2,45108,0.03752281359137,1751,993,29352,27659.42092452048,2,1,52,0,2,0,False,Revolving,1000,48,Business,0.0093548869929651,Vehicle,65785,195,12,West,358,0.5228458211716809,0,1,False,15655,Medium,140,759.0,False
31,Employed,3,Healthcare,University,Married,Mortgage,2,0,West,35565,1268.0,0.0356530296639955,0.3306621678616617,332,11,0,62791,0.0201939768438151,17065,17868,168550,167282.0,4,3,35,3,3,1,False,Revolving,11760,60,Business,0.0661324335723323,None,0,88,17,North,265,0.2378705168547198,41945,1,False,2753,Low,243,820.0,False
48,Self-Employed,6,Finance,Graduate,Married,Rent,1,1,West,65558,14156.0,0.215930931388999,0.4902986668293724,427,8,2,135491,0.1044792643053782,33610,2389,273993,259837.0,2,0,58,1,10,0,False,Revolving,32143,36,Home Improvement,0.1634328889431241,Vehicle,93096,58,8,North,95,0.2497574904373231,0,0,False,11278,High,105,850.0,False
65,Self-Employed,2,Finance,University,Married,Own,2,1,East,47779,45.0,0.0009418363716277,0.0670587496598924,347,11,1,500,0.09,3616,3382,136850,136805.0,3,0,38,1,4,0,False,Mortgage,3204,36,Business,0.0223529165532974,Real Estate,0,37,7,East,251,0.2320810794398494,8377,1,False,0,Low,135,850.0,False
32,Employed,4,Finance,University,Married,Rent,6,1,West,112576,8138.805403860197,0.0722960968933005,0.1488150227401933,300,9,3,5752,1.0,1731,3948,149761,141622.1945961398,3,1,40,1,4,0,False,Mortgage,16753,36,Business,0.0496050075800644,None,0,29,9,West,132,0.0605326386573814,2944,2,False,0,High,251,801.0,False
25,Employed,3,Education,High School,Married,Rent,1,2,West,70026,340.0,0.0048553394453488,0.1170708022734413,387,8,1,120510,0.0028213426271678,25806,10314,93979,93639.0,3,0,51,3,1,0,False,Mortgage,8198,48,Debt Consolidation,0.0292677005683603,Real Estate,37443,68,8,South,23,0.1424689234224278,69706,0,False,10405,Medium,110,850.0,False
31,Self-Employed,2,Education,University,Married,Own,7,1,West,10000,413.6331562879252,0.0413633156287925,1.0,300,4,1,500,0.8272663125758503,13222,33628,234789,234375.36684371208,8,1,4,1,5,1,False,Revolving,24799,36,Home Improvement,0.5,None,0,185,10,South,255,0.1722575860142059,0,4,False,5629,Medium,430,626.0,False
40,Self-Employed,10,Tech,University,Single,Rent,0,0,North,71569,5492.0,0.0767371347929969,0.1796867358772653,312,5,1,24566,0.2235610192949605,30252,16549,153977,148485.0,3,3,22,1,5,0,False,Revolving,12860,48,Business,0.0449216839693163,None,0,368,8,West,330,0.3109869298957675,0,1,False,312,Low,141,840.0,False
74,Self-Employed,0,Healthcare,University,Married,Rent,2,0,East,67070,1380.3978942632434,0.0205814506375912,0.036901744446101,398,32,1,77452,0.0178226242610035,7782,9270,165040,163659.60210573676,2,1,32,1,2,0,False,Revolving,2475,36,Business,0.0123005814820336,Vehicle,155173,431,11,East,242,0.2849562895939537,79184,2,False,0,Low,120,850.0,False
57,Unemployed,3,Other,Others,Single,Rent,3,2,South,101011,12011.0,0.1189078417202086,0.0987714209343536,504,15,0,37419,0.3209866645287154,76198,5508,0,-12011.0,1,1,19,1,2,0,False,Revolving,9977,36,Business,0.0329238069781179,None,0,12,9,North,125,0.078088711357809,74946,3,False,0,Low,98,850.0,False
38,Employed,1,Tech,High School,Married,Rent,0,0,South,22106,15697.0,0.7100787116619922,0.0948158870894779,301,5,3,76895,0.2041355094609532,3467,15773,288190,272493.0,2,4,46,2,6,0,False,Revolving,2096,36,Business,0.0316052956964926,None,0,546,5,East,186,0.2364842645972295,121746,1,False,5162,Medium,224,618.0,False
33,Employed,9,Other,High School,Single,Own,6,1,North,134037,18385.0,0.1371636190007236,0.1275767138924327,453,9,1,109808,0.1674286026519015,15707,1349,255263,236878.0,4,2,26,1,5,1,False,Installment,17100,24,Other,0.0637883569462163,Real Estate,0,47,8,West,213,0.5955459418284527,0,3,False,0,Low,218,850.0,False
62,Unemployed,1,Other,University,Single,Rent,0,1,West,42359,23576.605778882105,0.556590235342716,0.4386080880096319,300,10,1,97140,0.2427074920617881,877,3094,290384,266807.3942211179,6,1,38,1,2,1,False,Revolving,18579,48,Business,0.1096520220024079,Real Estate,167951,141,17,East,319,0.1006038331938705,20515,6,False,3728,Low,455,625.0,False
35,Employed,5,Tech,University,Single,Own,0,0,West,93652,30420.0,0.3248195446973903,0.1348396190150771,300,13,2,26021,1.0,5429,18959,46003,15583.0,5,2,13,0,1,0,False,Revolving,12628,36,Home Improvement,0.0449465396716923,None,0,559,9,North,304,0.2207190678700388,32232,3,False,23177,Medium,345,598.0,False
64,Employed,0,Healthcare,University,Married,Rent,2,1,East,78750,32346.0,0.4107428571428571,0.3424126984126984,453,14,0,120701,0.2679845237404827,28865,16814,147508,115162.0,4,1,6,1,3,1,False,Installment,26965,36,Home Improvement,0.1141375661375661,None,0,129,8,East,92,0.1731617156344927,82268,1,False,0,Medium,287,832.0,False
70,Employed,2,Other,High School,Single,Own,8,0,North,112299,1369.7536183543275,0.0121973803716357,0.0574270474358631,481,12,1,153313,0.0089343605457745,46963,6181,0,-1369.7536183543275,0,3,13,0,6,0,False,Installment,6449,24,Business,0.0287135237179315,None,0,86,10,West,348,0.3639583219062623,0,1,False,3619,Low,70,850.0,False
41,Employed,11,Education,Graduate,Married,Rent,19,2,West,30246,371.0776155899352,0.0122686509154908,0.7046551610130265,300,7,0,500,0.7421552311798703,41835,10316,89036,88664.92238441006,5,2,44,2,6,1,False,Installment,21313,60,Other,0.1409310322026053,None,0,284,10,West,352,0.0603656564238038,56366,0,False,0,Medium,320,726.0,False
43,Employed,0,Education,Graduate,Married,Mortgage,8,2,North,63430,1969.3039810502216,0.0310468860326378,0.1734037521677439,300,22,1,4364,0.451261223888685,14301,13823,61020,59050.69601894978,7,3,55,1,3,0,False,Revolving,10999,12,Debt Consolidation,0.1734037521677439,Vehicle,81812,15,9,West,229,0.1353725713834881,4662,1,False,6805,Low,255,732.0,False
42,Unemployed,5,Tech,University,Others,Own,3,1,South,60814,27688.0,0.4552899003518926,0.5733877067780445,326,9,3,86591,0.3197560947442575,11616,484,318977,291289.0,4,1,34,0,3,1,False,Mortgage,34870,36,Debt Consolidation,0.1911292355926815,None,0,219,5,West,222,0.1814683075737828,20001,2,False,11871,Low,361,673.0,False
62,Employed,1,Other,Graduate,Single,Rent,1,3,North,47415,14.0,0.0002952652114309,0.144975218812612,398,13,3,110355,0.000126863304789,5118,6088,121139,121125.0,2,3,20,1,3,0,False,Installment,6874,48,Business,0.036243804703153,Vehicle,82679,518,6,East,94,0.0981676344232092,0,0,False,0,Medium,157,850.0,False
58,Employed,2,Tech,High School,Married,Mortgage,2,2,North,10000,18406.0,1.0,1.0,300,9,1,81994,0.2244798399882918,17328,6529,24617,6211.0,4,2,56,0,4,1,False,Installment,18159,24,Business,0.5,Vehicle,41690,266,10,North,76,0.0126672754550647,0,2,False,2692,Medium,465,512.0,True
46,Unemployed,3,Education,High School,Single,Rent,2,0,West,101753,1368.0,0.0134443210519591,0.1940974713276267,495,8,2,51758,0.0264306967038911,25794,19086,143437,142069.0,2,0,14,2,2,0,False,Revolving,19750,24,Other,0.0970487356638133,None,0,69,10,West,317,0.1887262584728535,41175,2,False,6581,Low,99,850.0,False
32,Unemployed,4,Tech,University,Married,Mortgage,1,2,South,63511,248.0,0.003904835382847,0.0873234557793138,416,14,2,67769,0.0036594903274358,78361,2187,123239,122991.0,5,2,9,0,0,0,False,Revolving,5546,60,Debt Consolidation,0.0174646911558627,Vehicle,106961,70,8,South,304,0.1930836531232652,57926,2,False,11847,Medium,131,850.0,False
62,Employed,4,Other,University,Single,Own,0,0,South,114588,408.0,0.0035605822599225,0.1253534401508011,521,13,5,64915,0.0062851421089116,35080,1769,0,-408.0,3,2,54,1,4,0,False,Installment,14364,24,Home Improvement,0.0626767200754005,Vehicle,0,277,16,West,92,0.2582824533335224,47380,1,False,9492,Low,71,850.0,False
18,Employed,5,Other,University,Single,Rent,1,2,East,10000,51094.13910905476,1.0,1.0,300,7,0,52736,0.9688664121104132,47841,7521,0,-51094.13910905476,7,5,58,0,4,2,False,Installment,10746,24,Home Improvement,0.5,Vehicle,124037,84,12,North,273,0.0671789101992073,156115,1,False,0,Low,540,408.0,False
42,Self-Employed,1,Education,University,Married,Rent,0,1,South,49868,6759.0,0.1355378198443892,0.4809296542873185,358,7,2,30314,0.222966286204394,32468,10332,440213,433454.0,3,0,21,3,2,2,False,Revolving,23983,36,Debt Consolidation,0.1603098847624395,None,0,488,7,South,270,0.2115040716371564,116514,0,False,10137,Low,276,790.0,False
24,Self-Employed,2,Finance,University,Single,Rent,0,0,North,48048,4573.260236699292,0.0951810738573778,0.0594821844821844,373,14,4,113112,0.0404312560709676,7273,724,72886,68312.7397633007,2,1,40,1,4,0,False,Revolving,2858,12,Debt Consolidation,0.0594821844821844,None,0,190,12,West,262,0.1913976569879797,81244,0,False,3740,Medium,132,850.0,False
26,Self-Employed,0,Finance,High School,Married,Mortgage,2,2,West,41026,4225.0,0.1029834738946034,0.095134792570565,300,4,2,55591,0.076001511035959,13562,6207,21434,17209.0,4,3,51,1,3,1,False,Installment,3903,48,Business,0.0237836981426412,None,0,23,8,South,44,0.2115815579301021,13672,1,False,12217,Low,229,747.0,False
41,Unemployed,7,Healthcare,Graduate,Others,Own,2,3,West,55391,28299.0,0.510895271795057,0.1730786589879222,300,6,1,44554,0.6351618260986668,5824,1155,264241,235942.0,3,1,7,0,1,0,False,Revolving,9587,24,Debt Consolidation,0.0865393294939611,Vehicle,0,377,12,South,136,0.2047615665537141,62063,3,False,4651,Low,230,648.0,False
18,Self-Employed,9,Education,High School,Single,Mortgage,15,1,West,67522,22945.795011544007,0.3398269454628714,0.1654127543615414,322,6,2,53899,0.4257183808891446,18904,4258,34540,11594.204988455993,1,2,36,0,0,0,False,Revolving,11169,24,Business,0.0827063771807707,Real Estate,72787,430,7,West,6,0.1182483627679529,117326,0,False,0,High,190,784.0,False
61,Employed,1,Healthcare,High School,Married,Rent,31,3,West,44397,8734.0,0.1967250039417077,0.4556614185643174,385,18,0,27812,0.3140371062850568,9779,9547,105636,96902.0,1,2,48,2,3,0,False,Revolving,20230,12,Debt Consolidation,0.4556614185643174,Real Estate,162980,116,7,North,196,0.1395137982512964,13385,0,False,7505,Medium,159,814.0,False
25,Self-Employed,1,Education,Others,Single,Rent,5,1,West,66201,226.0,0.0034138457123004,0.0586395975891602,317,3,0,11217,0.0201479896585539,6358,29284,200073,199847.0,3,2,18,1,5,0,False,Revolving,3882,48,Other,0.01465989939729,None,0,1157,9,East,118,0.0947240737147912,38221,0,False,6912,Medium,109,849.0,False
41,Employed,0,Other,University,Married,Own,13,0,South,40454,4694.619667266005,0.116048342988728,0.2468977109803727,300,8,1,18167,0.2584146896717127,12438,6679,56162,51467.38033273399,4,2,21,0,2,1,False,Revolving,9988,60,Other,0.0493795421960745,None,0,214,8,West,189,0.2306567972950882,57902,4,False,8076,Low,333,741.0,False
28,Self-Employed,17,Education,University,Married,Rent,5,2,North,105740,41525.0,0.3927085303574806,0.268980518252317,379,3,1,101270,0.4100424607484941,22032,2855,276788,235263.0,0,0,35,1,2,0,False,Revolving,28442,36,Home Improvement,0.0896601727507723,None,0,206,15,North,47,0.0574563571452895,109121,3,False,0,Medium,223,850.0,False
68,Self-Employed,8,Tech,High School,Single,Rent,4,2,West,69025,2729.0,0.0395363998551249,0.2295255342267294,420,12,0,55632,0.0490545010066148,17335,15517,227809,225080.0,4,2,13,1,3,0,False,Mortgage,15843,60,Debt Consolidation,0.0459051068453458,None,0,338,17,North,60,0.0253873919876943,50255,1,False,10543,Medium,94,850.0,False
34,Employed,2,Healthcare,High School,Married,Rent,0,0,South,74159,15121.01924389342,0.2038999884557966,0.2716190887147885,358,8,1,98130,0.1540917073666913,10942,2886,53951,38829.98075610658,3,1,11,1,1,1,False,Installment,20143,60,Business,0.0543238177429577,Vehicle,53462,115,6,North,283,0.1879266379483787,76860,2,False,4715,Medium,227,828.0,False
25,Employed,3,Education,High School,Married,Rent,0,1,East,13315,4771.898618534953,0.3583851760071312,0.9589936162223056,300,12,3,115197,0.0414238098087185,17921,24412,42115,37343.10138146505,8,2,2,0,4,0,False,Revolving,12769,36,Other,0.3196645387407685,None,0,304,4,South,232,0.1626959178764021,0,2,False,9665,High,288,612.0,False
52,Employed,1,Healthcare,High School,Single,Own,0,3,East,81597,173.41212426449144,0.0021252267150078,0.1184970035663075,300,9,1,500,0.3468242485289828,2292,2759,265949,265775.5878757355,7,4,50,2,1,0,False,Revolving,9669,36,Debt Consolidation,0.0394990011887691,Real Estate,132807,396,7,North,291,0.2500494541581978,58655,5,False,15800,Low,278,733.0,False
52,Employed,4,Education,University,Married,Own,0,0,West,90315,8121.0,0.0899186181697392,0.089165697835354,476,10,0,37377,0.217272654306124,54535,7672,72183,64062.0,1,1,1,1,3,0,False,Installment,8053,36,Other,0.0297218992784513,Vehicle,84052,72,7,North,216,0.1116154716540121,66511,2,False,4390,High,104,850.0,False
50,Self-Employed,6,Finance,Graduate,Single,Own,0,2,North,94797,35278.278366569866,0.3721455148007834,0.06255472219585,449,7,1,140146,0.2517251892067548,4496,4581,0,-35278.278366569866,2,0,50,1,3,0,False,Installment,5930,36,Debt Consolidation,0.0208515740652833,None,0,98,12,South,268,0.1947726338035261,36514,1,False,10738,High,169,843.0,False
22,Employed,2,Healthcare,Graduate,Single,Rent,1,1,East,10000,7131.0,0.7131,1.0,300,4,1,55931,0.1274963794675582,72261,2651,294123,286992.0,4,2,1,0,4,0,False,Mortgage,20424,60,Debt Consolidation,0.40848,Vehicle,221365,253,5,South,224,0.1233495294352994,87172,2,False,10762,Low,308,562.0,True
59,Self-Employed,10,Other,University,Single,Mortgage,4,2,North,87592,64192.0,0.7328523152799342,0.0888323134532834,308,15,0,73564,0.8726007286172585,13174,30940,33274,-30918.0,4,2,59,0,5,0,False,Installment,7781,48,Home Improvement,0.0222080783633208,None,0,420,10,North,99,0.0797191261101829,0,3,False,6701,Low,361,586.0,False
56,Employed,3,Other,University,Single,Rent,4,0,South,80042,2448.0,0.0305839434296994,0.3803128357612254,477,12,1,33599,0.0728593112890264,12957,10716,63618,61170.0,5,6,43,3,5,0,False,Mortgage,30441,36,Business,0.1267709452537418,Vehicle,0,10,13,North,158,0.1449706450389902,70732,0,False,1939,Medium,143,850.0,False
75,Self-Employed,0,Education,University,Married,Own,2,0,East,59306,39282.816431450905,0.6623750789372223,0.1428860486291437,403,24,1,150485,0.2610414089872805,65743,4101,374567,335284.1835685491,3,0,35,2,4,1,False,Revolving,8474,36,Other,0.0476286828763812,None,0,98,15,North,127,0.097445122514078,51849,1,False,429,Medium,338,731.0,False
58,Self-Employed,4,Other,University,Single,Rent,6,4,South,63371,21627.0,0.3412759779709962,0.167742342711966,300,13,1,23207,0.9319170939802646,12090,9753,0,-21627.0,5,3,24,2,7,0,False,Installment,10630,60,Debt Consolidation,0.0335484685423932,Vehicle,91547,10,9,South,43,0.341015454983167,102748,2,False,0,Low,332,661.0,False
45,Self-Employed,3,Other,University,Single,Own,2,0,South,60864,6191.0,0.1017185856992639,0.3091154048370136,411,10,5,31157,0.1987033411432422,797,551,222282,216091.0,2,2,47,1,7,0,True,Installment,18814,48,Home Improvement,0.0772788512092534,None,0,74,7,West,308,0.0003351422889131,38575,0,False,0,Medium,306,699.0,False
24,Employed,13,Healthcare,Graduate,Single,Rent,1,0,North,42694,525.0,0.0122968098561858,0.1640511547290017,406,7,1,64895,0.0080899915247707,6893,3497,13597,13072.0,1,0,58,1,1,0,False,Mortgage,7004,24,Other,0.0820255773645008,None,0,349,7,West,39,0.0294528324441111,60500,0,False,8822,Low,81,850.0,False
